CalfID,Pen,Block,Season_x,Phenotype,Growth,Milk,MBW,ADG,ODMI,PDMI,RFI,GF,PADG,RADG,DamID,Sire,Genotype,Sex,Day,Timepoint,Season_y,Year,Weight (kg),ConA Proliferation Index,LPS Proliferation Index,PWM Proliferation Index,Plasma Cortisol (ng/ml),IgG1 (ng/ml),IgG2 (ng/ml),IgM (ng/ml),IgG1 to IgG2,Total IgG (ng/ml),WBC,NEU,LYM,NLR,MONO,EOS,BAS,NEU%,LYM%,MONO%,EOS%,BAS%,RBC,HGB,HCT,MCV,MCH,MCHC,RDW%,PLT,MPV,IFNy,IL1a,IL1B,IL4,IL6,IL10,IL17A,MIP1alpha,IL36R,IP10,MCP1,MIP1b,TNFa,VEGFa,BHV1,BHV1_Log,BVDV1,BVDV1_Log,BRSV,BRSV_Log
3588,3,2404,Fall,HL,H,L,107.8296174,1.987012987,9.578745,12.02163193,-2.442886927,0.207439804,1.489126213,0.497886774,4142,Oasis,HL,S,Brand,1,Fall,2023,141.75,1.8529058116232462,1.1041069723018146,1.150061500615006,4.207,11.8100787,4.4345436,2.1592011,2.6632004926053723,16.2446223,11.69,3.29,7.86,0.41857506361323155,0.41,0.1,0.03,28.1,67.2,3.6,0.9,0.2,10.29,11.9,34.1,33.1,11.6,34.9,22.4,518,4.8,5.98,6.38,0.001,0.001,44.59,269.13,3.69,60.18,236.34,3821.61,1139.95,458.58,306.47,118.37,4,2,16,4,<4,0
3588,3,2404,Fall,HL,H,L,107.8296174,1.987012987,9.578745,12.02163193,-2.442886927,0.207439804,1.489126213,0.497886774,4142,Oasis,HL,S,Wean,2,Fall,2023,222.75,1.3935294117647057,0.5909090909090909,0.7318369757826343,10.09,15.507146,5.5665119,2.1394181,2.785792301997953,21.0736579,13.94,2.28,10.92,0.20879120879120877,0.43,0.29,0.02,16.3,78.4,3,2.1,0.2,10.36,12.7,34.3,33.1,12.3,37.1,24.9,392,5.1,9.46,45.73,0.001,35.3,17.93,170.8,3.14,268.34,560.23,2217.01,1327.05,133.9,1804.31,162.96,<2,0,2048,11,<4,0
3588,3,2404,Fall,HL,H,L,107.8296174,1.987012987,9.578745,12.02163193,-2.442886927,0.207439804,1.489126213,0.497886774,4142,Oasis,HL,S,14DPW,3,Fall,2023,236.25,0.9391691394658754,0.5362606232294618,0.9407725321888413,16.77,19.2460673,7.384102400000001,3.1271956000000003,2.6064193394717816,26.6301697,9.9,1.72,7.66,0.22454308093994776,0.39,0.12,0.01,17.4,77.4,3.8,1.3,0.1,9.3,11.2,31.4,33.7,12,35.6,23.9,422,5.2,6.05,35.37,0.001,0.001,23.81,154.15,2.39,175.45,265.22,2023.29,1030.05,122.56,1477.33,136.51,<2,0,2048,11,<4,0
3588,3,2404,Fall,HL,H,L,107.8296174,1.987012987,9.578745,12.02163193,-2.442886927,0.207439804,1.489126213,0.497886774,4142,Oasis,HL,S,60DPW,4,Fall,2023,276.75,1.2717250324254215,1.0359999999999998,1.1536074476338247,14.14,22.9729035,9.9921968,2.9035826,2.299084371516782,32.9651003,12.23,3.65,7.26,0.5027548209366391,0.84,0.48,0,29.9,59.4,6.9,3.8,0,8.14,10.5,29.2,35.8,12.9,36,21.4,536,5.7,14.73,25.64,0.001,0.001,23.81,257.9,4.24,210.89,332.84,3822.68,1284.6,216.74,923.79,139.16,<2,0,1024,10,8,3
3588,3,2404,Fall,HL,H,L,107.8296174,1.987012987,9.578745,12.02163193,-2.442886927,0.207439804,1.489126213,0.497886774,4142,Oasis,HL,S,28DF,5,Fall,2023,332.1,0.9865151223271047,1.2849488553336583,0.9970082273747197,25.7,16.498662,9.7452205,2.2468534,1.6930003790063035,26.243882499999998,11.31,1.77,8.54,0.20725995316159254,0.86,0.12,0.02,15.7,75.5,7.6,1,0.2,8.55,10.7,30.7,36,12.5,34.8,21.3,539,6,8.63,12.79,0.001,0.001,15.01,117.83,2.76,119.18,228.03,980.76,1176.69,162.67,727.46,116.15,<2,0,1024,10,512,9
3591,3,2404,Fall,HH,H,H,102.8866414,2.162337662,10.14694714,11.80147041,-1.654523264,0.213102289,1.666370057,0.495967606,7174,Magnitude,HH,S,Brand,1,Fall,2023,126,2.457046603032005,1.0568499534016775,1.630817894261184,17.16,7.8614793,2.0835795,0.9821571,3.773064238729552,9.9450588,11.8,2.38,8.67,0.2745098039215686,0.57,0.13,0.05,20.1,73.5,4.9,1.1,0.4,9.68,12.5,35.8,37,12.9,34.9,21.3,495,5.7,3.33,2.09,0.001,0.001,35.65,207.97,3.14,66.04,271.74,3525.36,1198.17,172.51,222.12,136.95,8,3,128,7,16,4
3591,3,2404,Fall,HH,H,H,102.8866414,2.162337662,10.14694714,11.80147041,-1.654523264,0.213102289,1.666370057,0.495967606,7174,Magnitude,HH,S,Wean,2,Fall,2023,209.25,0.9929161747343566,0.9305866547245857,0.8149864812668983,25.1,7.7596249,4.9501138,2.696114,1.5675649517390895,12.709738699999999,17.04,5.67,10.2,0.5558823529411765,0.85,0.25,0.07,33.3,59.9,5,1.4,0.4,10.1,14.4,38.9,38.6,14.3,37,20.8,362,6,14.04,83,69.39,327.34,159.88,429.69,10.49,475.12,1280.24,3247.87,2003.18,297.14,7967.68,597.14,<2,0,64,6,<4,0
3591,3,2404,Fall,HH,H,H,102.8866414,2.162337662,10.14694714,11.80147041,-1.654523264,0.213102289,1.666370057,0.495967606,7174,Magnitude,HH,S,14DPW,3,Fall,2023,225,0.6708173690932312,0.5249559600704639,1.042312526183494,24.16,9.0697709,6.986067599999999,3.213743,1.2982655507083845,16.0558385,9.64,2.21,6.55,0.3374045801526718,0.62,0.23,0.03,22.9,67.9,6.4,2.4,0.4,9.29,12.5,35.5,38.2,13.4,35.2,20,671,6.1,23.39,74.06,233.33,383.56,289.84,350.71,22.92,395.83,813.28,2967.15,1381.44,201.88,7340.51,620.63,<2,0,256,8,<4,0
3591,3,2404,Fall,HH,H,H,102.8866414,2.162337662,10.14694714,11.80147041,-1.654523264,0.213102289,1.666370057,0.495967606,7174,Magnitude,HH,S,60DPW,4,Fall,2023,276.3,0.8472974675570115,0.9368913620842291,0.9399366471734892,29.39,11.2822525,8.0362594,2.9567873,1.403918407611382,19.3185119,17.39,7.1,8.5,0.8352941176470587,1.28,0.42,0.09,40.9,48.9,7.3,2.4,0.5,8.81,12.3,34.1,38.7,14,36.1,20.2,698,5.8,13.35,115.76,95.26,340.36,158.35,426.22,20.67,462.83,904.98,2296.13,1610.55,191.46,11769.01,558.97,<2,0,128,7,<4,0
3591,3,2404,Fall,HH,H,H,102.8866414,2.162337662,10.14694714,11.80147041,-1.654523264,0.213102289,1.666370057,0.495967606,7174,Magnitude,HH,S,28DF,5,Fall,2023,322.2,1.1545226130653266,0.711033274956217,1.3779193205944797,35.68,10.3902514,7.8039085,2.1361369,1.3314163537412054,18.194159900000002,11.98,2.63,7.98,0.3295739348370927,0.99,0.33,0.05,21.9,66.6,8.3,2.8,0.4,8.26,11.3,32.1,38.8,13.7,35.1,21.5,395,6.2,12.93,121.64,33.44,255.98,156.81,472.42,11.84,512.97,845.84,2180.9,2128.5,251.17,8387.46,499.1,<2,0,128,7,<4,0
3598,4,2404,Fall,HL,H,L,114.4327563,2.207792208,11.68021056,13.13195593,-1.451745365,0.189019898,1.775367595,0.432424612,2556,Fortune,HL,S,Brand,1,Fall,2023,141.75,0.5760968401909525,1.0298986903879417,0.9763497081712061,23.61,7.2276526,2.3933477,1.0484216,3.0198924293365312,9.6210003,11.31,4.22,6.32,0.6677215189873417,0.51,0.2,0.06,37.3,55.9,4.5,1.8,0.5,10.92,13,36.7,33.6,11.9,35.5,24.6,657,4.5,8.35,4.84,0.001,0.001,3.45,146.05,1.61,53.86,196.64,1509.55,959.49,164.41,162.89,132.54,32,5,256,8,32,5
3598,4,2404,Fall,HL,H,L,114.4327563,2.207792208,11.68021056,13.13195593,-1.451745365,0.189019898,1.775367595,0.432424612,2556,Fortune,HL,S,Wean,2,Fall,2023,218.25,1.1189189189189188,0.9767324228629236,1.0590046177526937,18.93,8.141979,9.5555765,1.8554606,0.8520657021583155,17.6975555,11.95,5.1,6.16,0.8279220779220778,0.26,0.38,0.05,42.7,51.5,2.2,3.2,0.4,10.13,12.7,34.5,34,12.6,36.9,25.7,731,4.6,16.39,28.11,0.001,0.001,23.81,168.76,3.14,232.04,568.68,2676.54,1526.7,181.29,1437.45,178.35,8,3,64,6,8,3
3598,4,2404,Fall,HL,H,L,114.4327563,2.207792208,11.68021056,13.13195593,-1.451745365,0.189019898,1.775367595,0.432424612,2556,Fortune,HL,S,14DPW,3,Fall,2023,227.25,3.920883164673413,0.9370564281559045,1.2498457742134483,22.02,10.3115755,12.776964699999999,2.4099805,0.8070442191955027,23.088540199999997,7.44,2.11,4.58,0.46069868995633184,0.58,0.14,0.03,28.4,61.6,7.7,1.9,0.4,9.31,11.7,32.3,34.7,12.6,36.2,24.7,654,4.9,13.62,168.88,0.001,70.07,20.87,624.95,2.39,687.59,439.59,2450.36,1901.22,134.13,9974.04,375.56,2,1,256,8,<4,0
3598,4,2404,Fall,HL,H,L,114.4327563,2.207792208,11.68021056,13.13195593,-1.451745365,0.189019898,1.775367595,0.432424612,2556,Fortune,HL,S,60DPW,4,Fall,2023,294.3,0.8521925403225806,0.9328524590163935,1.0526242127361791,34.7,13.8118667,14.056942300000001,4.6202741,0.9825655114199336,27.868809,14.39,8.04,4.86,1.6543209876543208,1.02,0.44,0.03,55.9,33.8,7,3.1,0.2,8.92,11.9,32.5,36.5,13.4,36.6,22.8,602,5.1,6.05,48.98,236.86,139.59,44.59,284.56,38.36,278.4,438.16,1624.46,1305.43,160.7,2389.67,153.87,<2,0,32,5,<4,0
3598,4,2404,Fall,HL,H,L,114.4327563,2.207792208,11.68021056,13.13195593,-1.451745365,0.189019898,1.775367595,0.432424612,2556,Fortune,HL,S,28DF,5,Fall,2023,349.2,.,.,.,67.82000000000001,10.3902514,13.0058535,3.6751402,0.7988903919300644,23.3961049,10.3,3.57,5.58,0.6397849462365591,0.93,0.19,0.03,34.7,54.2,8.9,1.9,0.3,8.19,11.4,30.8,37.6,13.9,37,24.3,230,5.7,1.13,14.85,0.001,0.001,15.01,189.95,2.76,102.37,362.75,1669.66,2582.47,255.19,727.46,149.71,<2,0,64,6,<4,0
3602,3,2404,Fall,HL,H,L,100.8661902,1.785714286,9.679609286,10.90728223,-1.227672941,0.184482063,1.610905499,0.174808787,7577,Fortune,HL,S,Brand,1,Fall,2023,141.75,1.04256551324743,1.1848858641712745,0.754069893640113,20.41,11.7651044,1.7089018,1.1394,6.884599454456658,13.4740062,10.77,2.77,7.51,0.36884154460719043,0.32,0.16,0.01,25.7,69.7,3,1.5,0.1,12.5,15.6,44.4,35.5,12.5,35.1,24.3,477,4.8,9.81,1.87,0.001,0.001,65.57,242.15,2,22.1,114.21,2749.39,874.6,171.12,76.57,225.04,16,4,256,8,16,4
3602,3,2404,Fall,HL,H,L,100.8661902,1.785714286,9.679609286,10.90728223,-1.227672941,0.184482063,1.610905499,0.174808787,7577,Fortune,HL,S,Wean,2,Fall,2023,218.25,0.8649893109685906,0.5712699000370234,1.2732951587714734,31.61,14.1763165,3.914434,2.8341432,3.6215495011539347,18.0907505,13.15,3.41,8.87,0.3844419391206314,0.68,0.17,0.02,25.9,67.4,5.2,1.3,0.2,11.27,14.1,38.3,34,12.5,36.7,22.4,530,5.2,11.13,19.7,169.4,193.79,35.65,249.19,15.15,121.01,259.99,3081.18,1181.37,214.53,1045.07,311.97,2,1,256,8,<4,0
3602,3,2404,Fall,HL,H,L,100.8661902,1.785714286,9.679609286,10.90728223,-1.227672941,0.184482063,1.610905499,0.174808787,7577,Fortune,HL,S,14DPW,3,Fall,2023,229.5,0.8608275120902739,0.6186567164179105,0.749331550802139,36.14,18.970622,6.3725968,5.2121691,2.9769060550010003,25.3432188,9.2,2.11,6.55,0.32213740458015266,0.34,0.15,0.05,23,71.2,3.6,1.6,0.6,11.81,14.4,39.7,33.6,12.2,36.3,21.6,461,4.8,5.57,24.97,84.22,136.14,38.63,138.78,6.02,137.81,135.76,1960.59,719.87,132.02,1069.23,276.97,2,1,256,8,<4,0
3602,3,2404,Fall,HL,H,L,100.8661902,1.785714286,9.679609286,10.90728223,-1.227672941,0.184482063,1.610905499,0.174808787,7577,Fortune,HL,S,60DPW,4,Fall,2023,277.2,2.068576388888889,0.8101135190918474,0.2901579586877278,46.17,20.168139,8.1103036,3.4048506,2.4867304597573883,28.278442599999998,15.71,5.76,8.75,0.6582857142857143,0.88,0.31,0.01,36.7,55.7,5.5,2,0.1,9.9,13.1,35,35.4,13.2,37.4,24.9,667,5.3,5.08,15.04,21.74,64.27,246.31,196.09,4.78,105.08,285.68,3173.84,1145.63,215.34,610.92,327.9,<2,0,256,8,<4,0
3602,3,2404,Fall,HL,H,L,100.8661902,1.785714286,9.679609286,10.90728223,-1.227672941,0.184482063,1.610905499,0.174808787,7577,Fortune,HL,S,28DF,5,Fall,2023,322.65000000000003,.,.,.,30.86,17.5276625,9.129897099999999,2.288393,1.9198094247962558,26.6575596,10.2,1.73,7,0.24714285714285714,1.1,0.33,0.04,16.9,68.7,10.8,3.2,0.4,8.99,11.7,32.5,36.2,13,36,24.9,152,5.4,0.34,12.49,0.001,18.13,250.96,182.61,1.61,84.86,131,2277.66,945.36,265.99,387.45,186.31,<2,0,1024,10,128,7
3629,3,2404,Fall,HL,H,L,105.6102164,2.064935065,9.901273944,11.92134607,-2.020072125,0.208552463,1.581033317,0.483901748,6783,Fortune,HL,S,Brand,1,Fall,2023,123.75,1.797244094488189,0.9810779816513762,1.1514195583596212,8.605,9.244928300000002,2.039692,0.5643484,4.532511918466122,11.284620300000002,11.03,1.75,8.84,0.19796380090497737,0.35,0.05,0.04,15.8,80.2,3.1,0.5,0.4,9.89,13.9,39.9,40.4,14,34.8,29.2,587,4.9,28.8,2.41,0.001,0.001,23.81,400.31,3.14,59.17,432.06,5709.48,1872.65,203.73,162.89,153.43,8,3,1024,10,8,3
3629,3,2404,Fall,HL,H,L,105.6102164,2.064935065,9.901273944,11.92134607,-2.020072125,0.208552463,1.581033317,0.483901748,6783,Fortune,HL,S,Wean,2,Fall,2023,209.25,1.218243243243243,0.728173374613003,0.9193729003359462,26.97,36.7989456,9.9921968,1.8237934,3.682768297758107,46.791142400000005,12.63,2.85,9.09,0.31353135313531355,0.56,0.11,0.02,22.5,72,4.4,0.9,0.2,8.42,12,33.2,39.5,14.3,36.1,23.2,473,5.3,1.84,70.77,0.001,43.85,15.01,382.28,2.39,294.85,448.18,2688.33,1717.56,446.69,2462.35,158.91,4,2,128,7,<4,0
3629,3,2404,Fall,HL,H,L,105.6102164,2.064935065,9.901273944,11.92134607,-2.020072125,0.208552463,1.581033317,0.483901748,6783,Fortune,HL,S,14DPW,3,Fall,2023,211.5,1.2762645914396888,1.1022727272727273,0.9424124513618676,27.48,10.0407774,9.341401699999999,1.9472361,1.074868389398135,19.3821791,7.8,0.83,6.51,0.12749615975422426,0.31,0.13,0.02,10.6,83.5,4,1.6,0.3,8.92,12.5,35.6,39.9,14,35.2,22.2,598,5.5,9.32,27.92,0.001,30.4,20.87,249.19,12.5,156.38,465.32,2857.68,1196.3,204.66,1037.01,127.02,4,2,2048,11,<4,0
3629,3,2404,Fall,HL,H,L,105.6102164,2.064935065,9.901273944,11.92134607,-2.020072125,0.208552463,1.581033317,0.483901748,6783,Fortune,HL,S,60DPW,4,Fall,2023,268.2,2.0516074450084596,1.1980712166172105,1.049740932642487,46.730000000000004,15.0508593,10.747262699999999,2.3029626000000003,1.4004365316202798,25.798122,9.75,3.6,5.36,0.6716417910447761,0.61,0.15,0.03,36.9,55,6.2,1.5,0.4,8.59,12.2,34.5,40.1,14.2,35.4,20,452,5.5,4.44,69.97,0.001,78.2,41.99,419.09,6.88,236,757.08,2140.42,1669.39,185.93,3811.35,160.2,<2,0,512,9,<4,0
3629,3,2404,Fall,HL,H,L,105.6102164,2.064935065,9.901273944,11.92134607,-2.020072125,0.208552463,1.581033317,0.483901748,6783,Fortune,HL,S,28DF,5,Fall,2023,316.8,1.6082474226804122,1.1038159371492706,0.8986547085201794,15.540000000000001,8.2367804,9.3989274,1.51699,0.876353231540016,17.6357078,9.2,3.04,5.37,0.5661080074487895,0.51,0.27,0.01,33.1,58.3,5.6,2.9,0.1,6.6,10.1,28.2,42.8,15.3,35.8,22.2,218,6.6,5.06,51.08,0.001,64.33,66.28,1431.9,7.32,230.05,520.19,3585.52,1858.39,1637.4,3194.36,191.77,<2,0,128,7,128,7
3636,4,2404,Fall,HL,H,L,110.6252711,1.415584416,11.36628429,11.29893492,0.067349365,0.124542408,1.774472396,-0.358887981,545,Fortune,HL,S,Brand,1,Fall,2023,114.75,1.753638698630137,1.0510029876227058,0.857142857142857,14.540000000000001,8.4949188,2.9351437000000002,1.2344131999999999,2.894208825278299,11.430062500000002,12.02,1.85,9.45,0.19576719576719578,0.6,0.09,0.03,15.4,78.6,5,0.7,0.3,10.79,13.4,37.6,34.9,12.4,35.7,21.9,540,5.2,21.31,2.41,0.001,56.63,80.45,309.79,9.23,76.91,147.36,3473.13,1882.43,289.46,285.22,212.15,4,2,128,7,8,3
3636,4,2404,Fall,HL,H,L,110.6252711,1.415584416,11.36628429,11.29893492,0.067349365,0.124542408,1.774472396,-0.358887981,545,Fortune,HL,S,Wean,2,Fall,2023,207,2.310642709053213,0.6692806000681896,0.6469572723349158,24.72,8.6363124,7.888022,3.2570766,1.094864137042214,16.5243344,14.18,2.13,11.5,0.1852173913043478,0.23,0.27,0.05,15,81.1,1.6,2,0.3,10.53,12.4,35.3,33.6,11.8,35.2,22.6,551,5.3,8.61,17.94,0.001,38.66,10.66,182.49,1.31,111.1,197.1,1600.05,1202.89,271.14,743.14,128.89,<2,0,16,4,4,2
3636,4,2404,Fall,HL,H,L,110.6252711,1.415584416,11.36628429,11.29893492,0.067349365,0.124542408,1.774472396,-0.358887981,545,Fortune,HL,S,14DPW,3,Fall,2023,227.25,0.635131318836487,1.1145792177005136,2.211816467630421,36.410000000000004,9.2408534,10.8218353,4.658192400000001,0.8539081536382281,20.062688700000002,13.71,3.74,9.33,0.40085744908896037,0.4,0.19,0.05,27.3,68.1,2.9,1.4,0.3,9.87,12,32.6,33.1,12.2,36.8,22.1,415,5,10.49,9.81,0.001,48.19,10.66,324.99,0.18,74.3,198.45,2147.19,1234.23,304.42,528.29,179.98,2,1,32,5,64,6
3636,4,2404,Fall,HL,H,L,110.6252711,1.415584416,11.36628429,11.29893492,0.067349365,0.124542408,1.774472396,-0.358887981,545,Fortune,HL,S,60DPW,4,Fall,2023,261.90000000000003,2.5281989084293515,1.2967581047381544,1.353594389246055,27.37,13.0516944,16.6024873,6.8744133,0.7861288591378716,29.654181700000002,17.5,5.42,10.71,0.5060690943043884,1.06,0.27,0.04,31,61.2,6.1,1.5,0.2,7.92,11.1,31,39.2,14.1,35.9,25,632,5.9,3.02,21.42,0.001,136.93,4.82,144.84,2.81,143.63,181.67,1354.76,881.97,197.85,1091.65,177.58,<2,0,1024,10,16,4
3636,4,2404,Fall,HL,H,L,110.6252711,1.415584416,11.36628429,11.29893492,0.067349365,0.124542408,1.774472396,-0.358887981,545,Fortune,HL,S,28DF,5,Fall,2023,315,0.8986465218759834,0.9168633621820088,2.0940484937545922,18.07,11.350527199999998,16.929564399999997,3.0252962,0.6704559510107656,28.280091599999995,14.33,4.33,8.89,0.4870641169853768,0.81,0.28,0.02,30.3,62,5.6,2,0.1,8.42,11.4,31.7,37.7,13.6,36,22.4,464,6.3,6.02,21.21,13,115.29,10.66,163.42,3.29,140.48,168.13,1074.32,1176.79,207.32,881.08,160.86,<2,0,256,8,4,2
3639,3,2404,Fall,HH,H,H,108.5393512,2.181818182,9.757633099,12.44787071,-2.690237607,0.22360117,1.511301665,0.670516517,638,Magnitude,HH,S,Brand,1,Fall,2023,114.75,0.6946236559139785,1.472990436805376,1.2140121649020048,13.97,15.5486197,2.7350784,1.7897679,5.684889946847593,18.2836981,11.08,3.45,6.69,0.515695067264574,0.81,0.1,0.03,31.1,60.4,7.3,0.9,0.3,11.16,13.6,39.9,35.8,12.1,33.9,23.5,359,5,27.76,4.32,0.001,0.001,35.65,330.79,9.14,80.87,345.27,3955.73,1295.48,197.36,297.29,344.99,4,2,128,7,16,4
3639,3,2404,Fall,HH,H,H,108.5393512,2.181818182,9.757633099,12.44787071,-2.690237607,0.22360117,1.511301665,0.670516517,638,Magnitude,HH,S,Wean,2,Fall,2023,209.25,1.1873290793072016,0.6150442477876106,0.49922779922779925,20.45,15.1803905,7.8403832,4.4412503,1.936179662749137,23.0207737,12.41,2.25,9.37,0.240128068303095,0.55,0.22,0.02,18.2,75.5,4.5,1.7,0.1,10.35,12.6,35.4,34.2,12.2,35.5,23.2,440,4.8,9.05,120.56,690.95,279.73,19.4,352.41,26.11,512.97,589.4,2267.79,1635.23,149.32,6083.52,522.02,<2,0,8,3,32,5
3639,3,2404,Fall,HH,H,H,108.5393512,2.181818182,9.757633099,12.44787071,-2.690237607,0.22360117,1.511301665,0.670516517,638,Magnitude,HH,S,14DPW,3,Fall,2023,229.5,0.5498472646487087,0.8864569083447333,1.025633383010432,28.84,12.9647896,9.5017789,3.726243,1.3644591961616788,22.4665685,11.99,3.47,7.51,0.4620505992010653,0.8,0.18,0.03,28.9,62.7,6.6,1.5,0.3,9.49,11.7,32.6,34.4,12.3,35.9,22.6,343,5.4,13.35,62.53,596.27,109.97,26.76,247.95,21.16,347.29,572.37,2214.52,1116.18,138.59,2934.28,465.62,<2,0,64,6,128,7
3639,3,2404,Fall,HH,H,H,108.5393512,2.181818182,9.757633099,12.44787071,-2.690237607,0.22360117,1.511301665,0.670516517,638,Magnitude,HH,S,60DPW,4,Fall,2023,286.65000000000003,1.0707508809975603,0.9445192566657691,1.3409961685823757,28.16,10.806365099999999,10.5684748,12.087117,1.0225094258634178,21.374839899999998,11.21,3.15,6.74,0.46735905044510384,0.99,0.32,0.01,28.1,60.1,8.9,2.8,0.1,8.41,11,31,36.9,13.1,35.5,23.7,71,5.5,2.97,41.27,9.68,95.04,390.02,260.81,6.02,187.44,1143.16,2773.95,1467.3,178.29,1517.2,554.5,2,1,512,9,4,2
3639,3,2404,Fall,HH,H,H,108.5393512,2.181818182,9.757633099,12.44787071,-2.690237607,0.22360117,1.511301665,0.670516517,638,Magnitude,HH,S,28DF,5,Fall,2023,349.2,0.6829904375543321,1.3301037117903927,1.1404485185791455,14.18,13.2345515,12.2490221,9.212967,1.0804578024232645,25.4835736,9.17,2.76,5.09,0.5422396856581532,1.11,0.2,0.01,30.1,55.5,12.1,2.2,0.1,8.2,11.3,32.1,39.2,13.8,35.1,22.7,363,6.1,5.15,18.93,0.001,58.05,23.81,325.3,2.19,173.56,354.38,2096.83,1445.57,428.4,858.72,856.09,2,1,512,9,256,8
3642,4,2404,Fall,HL,H,L,103.1193641,1.850649351,11.94981338,11.267497,0.682316379,0.154868473,1.992552516,-0.141903165,6758,Monumental,HH,S,Brand,1,Fall,2023,110.25,.,.,.,10.540000000000001,.,.,.,.,.,9.18,2.57,6.22,0.41318327974276525,0.26,0.09,0.04,28,67.7,2.8,1,0.5,11.48,13.9,41.4,36.1,12.1,33.6,25,481,4.9,18.8,0.97,0.0005,0.0005,13.98,264,3.82,184.68,282.78,4489.34,1484.31,163.79,148.6,200.19,.,.,.,.,.,.
3642,4,2404,Fall,HL,H,L,103.1193641,1.850649351,11.94981338,11.267497,0.682316379,0.154868473,1.992552516,-0.141903165,6758,Monumental,HH,S,Wean,2,Fall,2023,195.75,.,.,.,33.84,.,.,.,.,.,11.34,3.29,7.41,0.4439946018893387,0.48,0.12,0.04,29,65.3,4.3,1,0.4,11.11,13.7,38.4,34.6,12.3,35.6,21.9,310,5.9,10.94,5.36,0.0005,0.0005,6.33,539.3,2.46,128.76,937.25,3996.29,1312.43,483.05,319.99,139.75,.,.,.,.,.,.
3642,4,2404,Fall,HL,H,L,103.1193641,1.850649351,11.94981338,11.267497,0.682316379,0.154868473,1.992552516,-0.141903165,6758,Monumental,HH,S,14DPW,3,Fall,2023,195.75,.,.,.,27.310000000000002,.,.,.,.,.,6.63,1.12,4.96,0.22580645161290325,0.36,0.15,0.04,16.8,74.8,5.5,2.3,0.6,10.72,12.9,36.9,34.4,12,34.9,20.9,662,5.7,6.29,10.49,0.0005,17.48,11.77,290.29,0.85,212.49,375.84,9860.44,1695.85,294.48,668.58,172.95,.,.,.,.,.,.
3642,4,2404,Fall,HL,H,L,103.1193641,1.850649351,11.94981338,11.267497,0.682316379,0.154868473,1.992552516,-0.141903165,6758,Monumental,HH,S,60DPW,4,Fall,2023,240.3,.,.,.,24.61,.,.,.,.,.,12.52,6.09,5.39,1.12987012987013,0.79,0.21,0.04,48.7,43,6.3,1.7,0.3,10.45,12.7,36.1,34.6,12.1,35,20.5,675,5.7,4.83,29.25,0.0005,24.07,72.78,362.01,1.46,339.85,494.92,3429.56,1379.8,315.34,1556,212.9,.,.,.,.,.,.
3642,4,2404,Fall,HL,H,L,103.1193641,1.850649351,11.94981338,11.267497,0.682316379,0.154868473,1.992552516,-0.141903165,6758,Monumental,HH,S,28DF,5,Fall,2023,315.90000000000003,.,.,.,16.51,.,.,.,.,.,7.5,2.41,4.27,0.5644028103044497,0.64,0.16,0.02,32.1,56.9,8.6,2.1,0.3,9,11.7,32.6,36.3,13,35.9,22.8,239,6.3,18.27,6.22,57.14,17.48,28.59,526.77,2.06,141.06,341.87,3590.01,1549.22,284.76,425.96,137.22,.,.,.,.,.,.
3649,4,2404,Fall,HH,H,H,102.537228,2.149350649,10.88932836,11.74037657,-0.851048208,0.197381379,1.807292333,0.342058316,1533,Magnitude,HH,S,Brand,1,Fall,2023,90,0.46078212290502807,0.9667103048438377,0.9979691307879773,5.461,13.704725199999999,2.0221615,1.1838084,6.7772654162390085,15.726886699999998,7.62,1.5,5.5,0.2727272727272727,0.49,0.09,0.04,19.7,72.2,6.3,1.2,0.6,12.56,15.2,43.1,34.3,12.1,35.3,23,411,5,19.79,19.03,0.001,0.001,37.14,711.31,7.77,154.85,425.96,5355.46,2380.92,487.62,817.88,229.71,<2,0,8,3,<4,0
3649,4,2404,Fall,HH,H,H,102.537228,2.149350649,10.88932836,11.74037657,-0.851048208,0.197381379,1.807292333,0.342058316,1533,Magnitude,HH,S,Wean,2,Fall,2023,180,0.8692528735632185,0.5712365591397848,0.46822636737274737,27.42,17.9236755,8.472837199999999,2.1295878,2.1154278167884546,26.396512700000002,10.83,3.05,6.92,0.44075144508670516,0.57,0.25,0.04,28.1,63.9,5.3,2.3,0.4,11.62,13.5,36.7,31.5,11.6,36.9,23.5,425,5,2.2,7.5,0.001,30.4,12.09,189.55,1.21,64.14,656.52,2509.38,1739.66,165.68,577.24,194.04,2,1,2048,11,16,4
3649,4,2404,Fall,HH,H,H,102.537228,2.149350649,10.88932836,11.74037657,-0.851048208,0.197381379,1.807292333,0.342058316,1533,Magnitude,HH,S,14DPW,3,Fall,2023,198,0.6560283687943261,0.9366258741258743,1.1547256097560974,30.95,15.8217119,11.0762544,1.9899483,1.428435220845054,26.8979663,9.93,3.35,5.78,0.5795847750865052,0.52,0.23,0.05,33.7,58.3,5.2,2.3,0.5,11.71,13.2,36.7,31.3,11.2,35.9,22.9,535,4.7,2.9,15.24,0.001,58.05,15.01,210.43,2.39,131.62,522.31,3219.88,1393.38,148.74,923.79,209.71,64,6,1024,10,128,7
